EVALUATION RESULTS:

>>>>>>[EMBRYONAL] - 1.1 - 1/30: train_loss: 0.46941 | train_acc: 86.192 | train_precision: 0.833 | train_recall: 0.143 | train_auc: 0.569

>>>>>>[GLIO-NEURONAL] - 5.5 - 25/30: train_loss: 0.40686 | train_acc: 92.273 | train_precision: 1.000 | train_recall: 0.798 | train_auc: 0.899
val_loss: 0.38799 | val_acc: 93.333 | val_precision: 1.000 | val_recall: 0.824 | val_auc: 0.912
test_loss: 0.40831 | test_acc: 88.462 | test_precision: 1.000 | test_recall: 0.667 | test_auc: 0.833

>>>>>>[GLIO-NEURONAL] - 5.5 - 26/30: train_loss: 0.40067 | train_acc: 93.182 | train_precision: 1.000 | train_recall: 0.821 | train_auc: 0.911
val_loss: 0.38221 | val_acc: 97.778 | val_precision: 1.000 | val_recall: 0.941 | val_auc: 0.971
test_loss: 0.40262 | test_acc: 90.385 | test_precision: 1.000 | test_recall: 0.722 | test_auc: 0.861

>>>>>>[GLIO-NEURONAL] - 5.5 - 27/30: train_loss: 0.39543 | train_acc: 93.182 | train_precision: 1.000 | train_recall: 0.821 | train_auc: 0.911
val_loss: 0.37663 | val_acc: 97.778 | val_precision: 1.000 | val_recall: 0.941 | val_auc: 0.971
test_loss: 0.39712 | test_acc: 90.385 | test_precision: 1.000 | test_recall: 0.722 | test_auc: 0.861

>>>>>>[GLIO-NEURONAL] - 5.5 - 28/30: train_loss: 0.38909 | train_acc: 93.636 | train_precision: 1.000 | train_recall: 0.833 | train_auc: 0.917
val_loss: 0.37108 | val_acc: 97.778 | val_precision: 1.000 | val_recall: 0.941 | val_auc: 0.971
test_loss: 0.39165 | test_acc: 90.385 | test_precision: 1.000 | test_recall: 0.722 | test_auc: 0.861

>>>>>>[GLIO-NEURONAL] - 5.5 - 29/30: train_loss: 0.38519 | train_acc: 93.182 | train_precision: 0.986 | train_recall: 0.833 | train_auc: 0.913
val_loss: 0.36577 | val_acc: 97.778 | val_precision: 1.000 | val_recall: 0.941 | val_auc: 0.971
test_loss: 0.38653 | test_acc: 90.385 | test_precision: 1.000 | test_recall: 0.722 | test_auc: 0.861

>>>>>>[GLIO-NEURONAL] - 5.5 - 30/30: train_loss: 0.37841 | train_acc: 93.636 | train_precision: 0.986 | train_recall: 0.845 | train_auc: 0.919
val_loss: 0.36049 | val_acc: 97.778 | val_precision: 1.000 | val_recall: 0.941 | val_auc: 0.971
test_loss: 0.38130 | test_acc: 94.231 | test_precision: 1.000 | test_recall: 0.833 | test_auc: 0.917

>>>>>>[SELLA] - 1.1 - 1/30: train_loss: 0.66646 | train_acc: 58.480 | train_precision: 0.000 | train_recall: 0.000 | train_auc: 0.495
val_loss: 0.66936 | val_acc: 58.491 | val_precision: 0.000 | val_recall: 0.000 | val_auc: 0.500
test_loss: 0.67783 | test_acc: 57.812 | test_precision: 0.000 | test_recall: 0.000 | test_auc: 0.500

>>>>>>[SELLA] - 1.1 - 2/30: train_loss: 0.66042 | train_acc: 58.480 | train_precision: 0.000 | train_recall: 0.000 | train_auc: 0.495
val_loss: 0.66139 | val_acc: 58.491 | val_precision: 0.000 | val_recall: 0.000 | val_auc: 0.500
test_loss: 0.67069 | test_acc: 57.812 | test_precision: 0.000 | test_recall: 0.000 | test_auc: 0.500

>>>>>>[SELLA] - 1.1 - 3/30: train_loss: 0.65577 | train_acc: 58.480 | train_precision: 0.000 | train_recall: 0.000 | train_auc: 0.495
val_loss: 0.65396 | val_acc: 58.491 | val_precision: 0.000 | val_recall: 0.000 | val_auc: 0.500
test_loss: 0.66384 | test_acc: 57.812 | test_precision: 0.000 | test_recall: 0.000 | test_auc: 0.500

>>>>>>[SELLA] - 1.1 - 4/30: train_loss: 0.64242 | train_acc: 58.480 | train_precision: 0.000 | train_recall: 0.000 | train_auc: 0.495
val_loss: 0.64648 | val_acc: 58.491 | val_precision: 0.000 | val_recall: 0.000 | val_auc: 0.500
test_loss: 0.65704 | test_acc: 57.812 | test_precision: 0.000 | test_recall: 0.000 | test_auc: 0.500

>>>>>>[SELLA] - 1.1 - 5/30: train_loss: 0.64013 | train_acc: 57.895 | train_precision: 0.000 | train_recall: 0.000 | train_auc: 0.490
val_loss: 0.63900 | val_acc: 58.491 | val_precision: 0.000 | val_recall: 0.000 | val_auc: 0.500
test_loss: 0.65018 | test_acc: 57.812 | test_precision: 0.000 | test_recall: 0.000 | test_auc: 0.500

>>>>>>[SELLA] - 1.1 - 6/30: train_loss: 0.62758 | train_acc: 57.895 | train_precision: 0.000 | train_recall: 0.000 | train_auc: 0.490
val_loss: 0.63165 | val_acc: 58.491 | val_precision: 0.000 | val_recall: 0.000 | val_auc: 0.500
test_loss: 0.64343 | test_acc: 57.812 | test_precision: 0.000 | test_recall: 0.000 | test_auc: 0.500

>>>>>>[SELLA] - 1.1 - 7/30: train_loss: 0.62256 | train_acc: 57.895 | train_precision: 0.000 | train_recall: 0.000 | train_auc: 0.490
val_loss: 0.62462 | val_acc: 58.491 | val_precision: 0.000 | val_recall: 0.000 | val_auc: 0.500
test_loss: 0.63696 | test_acc: 57.812 | test_precision: 0.000 | test_recall: 0.000 | test_auc: 0.500

>>>>>>[SELLA] - 1.1 - 8/30: train_loss: 0.61547 | train_acc: 58.480 | train_precision: 0.000 | train_recall: 0.000 | train_auc: 0.495
val_loss: 0.61750 | val_acc: 58.491 | val_precision: 0.000 | val_recall: 0.000 | val_auc: 0.500
test_loss: 0.63037 | test_acc: 57.812 | test_precision: 0.000 | test_recall: 0.000 | test_auc: 0.500

>>>>>>[SELLA] - 1.1 - 9/30: train_loss: 0.61507 | train_acc: 57.895 | train_precision: 0.000 | train_recall: 0.000 | train_auc: 0.490
val_loss: 0.61001 | val_acc: 58.491 | val_precision: 0.000 | val_recall: 0.000 | val_auc: 0.500
test_loss: 0.62355 | test_acc: 59.375 | test_precision: 1.000 | test_recall: 0.037 | test_auc: 0.519

>>>>>>[SELLA] - 1.1 - 10/30: train_loss: 0.60659 | train_acc: 58.480 | train_precision: 0.333 | train_recall: 0.014 | train_auc: 0.497
val_loss: 0.60287 | val_acc: 60.377 | val_precision: 1.000 | val_recall: 0.045 | val_auc: 0.523
test_loss: 0.61704 | test_acc: 59.375 | test_precision: 1.000 | test_recall: 0.037 | test_auc: 0.519

>>>>>>[SELLA] - 1.1 - 11/30: train_loss: 0.59787 | train_acc: 61.404 | train_precision: 0.750 | train_recall: 0.086 | train_auc: 0.533
val_loss: 0.59615 | val_acc: 60.377 | val_precision: 1.000 | val_recall: 0.045 | val_auc: 0.523
test_loss: 0.61075 | test_acc: 60.938 | test_precision: 1.000 | test_recall: 0.074 | test_auc: 0.537

>>>>>>[SELLA] - 1.1 - 12/30: train_loss: 0.59376 | train_acc: 63.743 | train_precision: 0.833 | train_recall: 0.143 | train_auc: 0.562
val_loss: 0.58936 | val_acc: 62.264 | val_precision: 1.000 | val_recall: 0.091 | val_auc: 0.545
test_loss: 0.60442 | test_acc: 60.938 | test_precision: 1.000 | test_recall: 0.074 | test_auc: 0.537

>>>>>>[SELLA] - 1.1 - 13/30: train_loss: 0.58581 | train_acc: 66.082 | train_precision: 0.875 | train_recall: 0.200 | train_auc: 0.590
val_loss: 0.58210 | val_acc: 66.038 | val_precision: 1.000 | val_recall: 0.182 | val_auc: 0.591
test_loss: 0.59786 | test_acc: 65.625 | test_precision: 1.000 | test_recall: 0.185 | test_auc: 0.593

>>>>>>[SELLA] - 1.1 - 14/30: train_loss: 0.57741 | train_acc: 67.251 | train_precision: 0.889 | train_recall: 0.229 | train_auc: 0.604
val_loss: 0.57572 | val_acc: 73.585 | val_precision: 1.000 | val_recall: 0.364 | val_auc: 0.682
test_loss: 0.59189 | test_acc: 67.188 | test_precision: 1.000 | test_recall: 0.222 | test_auc: 0.611

>>>>>>[SELLA] - 1.1 - 15/30: train_loss: 0.56970 | train_acc: 69.591 | train_precision: 0.909 | train_recall: 0.286 | train_auc: 0.633
val_loss: 0.56950 | val_acc: 73.585 | val_precision: 1.000 | val_recall: 0.364 | val_auc: 0.682
test_loss: 0.58603 | test_acc: 67.188 | test_precision: 1.000 | test_recall: 0.222 | test_auc: 0.611

>>>>>>[SELLA] - 1.1 - 16/30: train_loss: 0.56676 | train_acc: 71.345 | train_precision: 0.920 | train_recall: 0.329 | train_auc: 0.654
val_loss: 0.56324 | val_acc: 73.585 | val_precision: 1.000 | val_recall: 0.364 | val_auc: 0.682
test_loss: 0.58013 | test_acc: 68.750 | test_precision: 1.000 | test_recall: 0.259 | test_auc: 0.630

>>>>>>[SELLA] - 1.1 - 17/30: train_loss: 0.56032 | train_acc: 73.099 | train_precision: 0.929 | train_recall: 0.371 | train_auc: 0.676
val_loss: 0.55711 | val_acc: 73.585 | val_precision: 1.000 | val_recall: 0.364 | val_auc: 0.682
test_loss: 0.57432 | test_acc: 68.750 | test_precision: 1.000 | test_recall: 0.259 | test_auc: 0.630

>>>>>>[SELLA] - 1.1 - 18/30: train_loss: 0.55273 | train_acc: 77.193 | train_precision: 0.943 | train_recall: 0.471 | train_auc: 0.726
val_loss: 0.55066 | val_acc: 81.132 | val_precision: 1.000 | val_recall: 0.545 | val_auc: 0.773
test_loss: 0.56836 | test_acc: 68.750 | test_precision: 1.000 | test_recall: 0.259 | test_auc: 0.630

>>>>>>[SELLA] - 1.1 - 19/30: train_loss: 0.54407 | train_acc: 80.702 | train_precision: 0.951 | train_recall: 0.557 | train_auc: 0.769
val_loss: 0.54443 | val_acc: 83.019 | val_precision: 1.000 | val_recall: 0.591 | val_auc: 0.795
test_loss: 0.56258 | test_acc: 73.438 | test_precision: 1.000 | test_recall: 0.370 | test_auc: 0.685

>>>>>>[SELLA] - 1.1 - 20/30: train_loss: 0.54303 | train_acc: 81.871 | train_precision: 0.953 | train_recall: 0.586 | train_auc: 0.783
val_loss: 0.53872 | val_acc: 83.019 | val_precision: 1.000 | val_recall: 0.591 | val_auc: 0.795
test_loss: 0.55710 | test_acc: 73.438 | test_precision: 1.000 | test_recall: 0.370 | test_auc: 0.685

>>>>>>[SELLA] - 1.1 - 21/30: train_loss: 0.53847 | train_acc: 82.456 | train_precision: 0.955 | train_recall: 0.600 | train_auc: 0.790
val_loss: 0.53310 | val_acc: 83.019 | val_precision: 1.000 | val_recall: 0.591 | val_auc: 0.795
test_loss: 0.55171 | test_acc: 75.000 | test_precision: 1.000 | test_recall: 0.407 | test_auc: 0.704

>>>>>>[SELLA] - 1.1 - 22/30: train_loss: 0.53312 | train_acc: 84.211 | train_precision: 0.957 | train_recall: 0.643 | train_auc: 0.812
val_loss: 0.52702 | val_acc: 86.792 | val_precision: 1.000 | val_recall: 0.682 | val_auc: 0.841
test_loss: 0.54612 | test_acc: 81.250 | test_precision: 1.000 | test_recall: 0.556 | test_auc: 0.778

>>>>>>[SELLA] - 1.1 - 23/30: train_loss: 0.52290 | train_acc: 85.380 | train_precision: 0.959 | train_recall: 0.671 | train_auc: 0.826
val_loss: 0.52132 | val_acc: 86.792 | val_precision: 1.000 | val_recall: 0.682 | val_auc: 0.841
test_loss: 0.54073 | test_acc: 82.812 | test_precision: 1.000 | test_recall: 0.593 | test_auc: 0.796

>>>>>>[SELLA] - 1.1 - 24/30: train_loss: 0.51752 | train_acc: 88.304 | train_precision: 0.963 | train_recall: 0.743 | train_auc: 0.862
val_loss: 0.51565 | val_acc: 88.679 | val_precision: 1.000 | val_recall: 0.727 | val_auc: 0.864
test_loss: 0.53535 | test_acc: 85.938 | test_precision: 1.000 | test_recall: 0.667 | test_auc: 0.833

>>>>>>[SELLA] - 1.1 - 25/30: train_loss: 0.51264 | train_acc: 90.643 | train_precision: 0.982 | train_recall: 0.786 | train_auc: 0.888
val_loss: 0.51029 | val_acc: 88.679 | val_precision: 1.000 | val_recall: 0.727 | val_auc: 0.864
test_loss: 0.53019 | test_acc: 87.500 | test_precision: 1.000 | test_recall: 0.704 | test_auc: 0.852

>>>>>>[SELLA] - 1.1 - 26/30: train_loss: 0.50815 | train_acc: 91.228 | train_precision: 0.982 | train_recall: 0.800 | train_auc: 0.895
val_loss: 0.50476 | val_acc: 88.679 | val_precision: 1.000 | val_recall: 0.727 | val_auc: 0.864
test_loss: 0.52500 | test_acc: 87.500 | test_precision: 1.000 | test_recall: 0.704 | test_auc: 0.852

>>>>>>[SELLA] - 1.1 - 27/30: train_loss: 0.50686 | train_acc: 92.398 | train_precision: 0.983 | train_recall: 0.829 | train_auc: 0.909
val_loss: 0.49932 | val_acc: 90.566 | val_precision: 1.000 | val_recall: 0.773 | val_auc: 0.886
test_loss: 0.51982 | test_acc: 90.625 | test_precision: 1.000 | test_recall: 0.778 | test_auc: 0.889

>>>>>>[SELLA] - 1.1 - 28/30: train_loss: 0.49719 | train_acc: 92.398 | train_precision: 0.983 | train_recall: 0.829 | train_auc: 0.909
val_loss: 0.49387 | val_acc: 90.566 | val_precision: 1.000 | val_recall: 0.773 | val_auc: 0.886
test_loss: 0.51472 | test_acc: 92.188 | test_precision: 1.000 | test_recall: 0.815 | test_auc: 0.907

>>>>>>[SELLA] - 1.1 - 29/30: train_loss: 0.49177 | train_acc: 92.398 | train_precision: 0.983 | train_recall: 0.829 | train_auc: 0.909
val_loss: 0.48879 | val_acc: 90.566 | val_precision: 1.000 | val_recall: 0.773 | val_auc: 0.886
test_loss: 0.50982 | test_acc: 92.188 | test_precision: 1.000 | test_recall: 0.815 | test_auc: 0.907

>>>>>>[SELLA] - 1.1 - 30/30: train_loss: 0.48952 | train_acc: 92.398 | train_precision: 0.983 | train_recall: 0.829 | train_auc: 0.909
val_loss: 0.48381 | val_acc: 92.453 | val_precision: 1.000 | val_recall: 0.818 | val_auc: 0.909
test_loss: 0.50499 | test_acc: 93.750 | test_precision: 1.000 | test_recall: 0.852 | test_auc: 0.926

>>>>>>[SELLA] - 1.2 - 1/30: train_loss: 0.65480 | train_acc: 64.571 | train_precision: 0.655 | train_recall: 0.268 | train_auc: 0.586
val_loss: 0.65765 | val_acc: 65.306 | val_precision: 0.643 | val_recall: 0.429 | val_auc: 0.625
test_loss: 0.65337 | test_acc: 65.625 | test_precision: 0.692 | test_recall: 0.333 | test_auc: 0.613

>>>>>>[SELLA] - 1.2 - 2/30: train_loss: 0.64720 | train_acc: 66.857 | train_precision: 0.741 | train_recall: 0.282 | train_auc: 0.607
val_loss: 0.65035 | val_acc: 65.306 | val_precision: 0.643 | val_recall: 0.429 | val_auc: 0.625
test_loss: 0.64655 | test_acc: 68.750 | test_precision: 0.818 | test_recall: 0.333 | test_auc: 0.640

>>>>>>[SELLA] - 1.2 - 3/30: train_loss: 0.63956 | train_acc: 70.286 | train_precision: 0.806 | train_recall: 0.352 | train_auc: 0.647
val_loss: 0.64318 | val_acc: 69.388 | val_precision: 0.750 | val_recall: 0.429 | val_auc: 0.661
test_loss: 0.63991 | test_acc: 68.750 | test_precision: 0.818 | test_recall: 0.333 | test_auc: 0.640

>>>>>>[SELLA] - 1.2 - 4/30: train_loss: 0.63225 | train_acc: 73.714 | train_precision: 0.931 | train_recall: 0.380 | train_auc: 0.681
val_loss: 0.63608 | val_acc: 73.469 | val_precision: 0.900 | val_recall: 0.429 | val_auc: 0.696
test_loss: 0.63321 | test_acc: 70.312 | test_precision: 0.833 | test_recall: 0.370 | test_auc: 0.658

>>>>>>[SELLA] - 1.2 - 5/30: train_loss: 0.62509 | train_acc: 74.857 | train_precision: 0.966 | train_recall: 0.394 | train_auc: 0.692
val_loss: 0.62897 | val_acc: 75.510 | val_precision: 1.000 | val_recall: 0.429 | val_auc: 0.714
test_loss: 0.62654 | test_acc: 71.875 | test_precision: 0.909 | test_recall: 0.370 | test_auc: 0.672

>>>>>>[SELLA] - 1.2 - 6/30: train_loss: 0.61780 | train_acc: 76.000 | train_precision: 1.000 | train_recall: 0.408 | train_auc: 0.704
val_loss: 0.62256 | val_acc: 75.510 | val_precision: 1.000 | val_recall: 0.429 | val_auc: 0.714
test_loss: 0.62004 | test_acc: 71.875 | test_precision: 0.909 | test_recall: 0.370 | test_auc: 0.672

>>>>>>[SELLA] - 1.2 - 7/30: train_loss: 0.61067 | train_acc: 78.286 | train_precision: 1.000 | train_recall: 0.465 | train_auc: 0.732
val_loss: 0.61568 | val_acc: 75.510 | val_precision: 1.000 | val_recall: 0.429 | val_auc: 0.714
test_loss: 0.61370 | test_acc: 73.438 | test_precision: 0.917 | test_recall: 0.407 | test_auc: 0.690

>>>>>>[SELLA] - 1.2 - 8/30: train_loss: 0.60363 | train_acc: 79.429 | train_precision: 1.000 | train_recall: 0.493 | train_auc: 0.746
val_loss: 0.60921 | val_acc: 75.510 | val_precision: 1.000 | val_recall: 0.429 | val_auc: 0.714
test_loss: 0.60730 | test_acc: 75.000 | test_precision: 1.000 | test_recall: 0.407 | test_auc: 0.704

>>>>>>[SELLA] - 1.2 - 9/30: train_loss: 0.59707 | train_acc: 79.429 | train_precision: 1.000 | train_recall: 0.493 | train_auc: 0.746
val_loss: 0.60244 | val_acc: 77.551 | val_precision: 1.000 | val_recall: 0.476 | val_auc: 0.738
test_loss: 0.60102 | test_acc: 75.000 | test_precision: 1.000 | test_recall: 0.407 | test_auc: 0.704

>>>>>>[SELLA] - 1.2 - 10/30: train_loss: 0.59037 | train_acc: 80.000 | train_precision: 1.000 | train_recall: 0.507 | train_auc: 0.754
val_loss: 0.59628 | val_acc: 77.551 | val_precision: 1.000 | val_recall: 0.476 | val_auc: 0.738
test_loss: 0.59469 | test_acc: 78.125 | test_precision: 1.000 | test_recall: 0.481 | test_auc: 0.741

>>>>>>[SELLA] - 1.2 - 11/30: train_loss: 0.58351 | train_acc: 80.000 | train_precision: 1.000 | train_recall: 0.507 | train_auc: 0.754
val_loss: 0.58949 | val_acc: 79.592 | val_precision: 1.000 | val_recall: 0.524 | val_auc: 0.762
test_loss: 0.58878 | test_acc: 78.125 | test_precision: 1.000 | test_recall: 0.481 | test_auc: 0.741

>>>>>>[SELLA] - 1.2 - 12/30: train_loss: 0.57704 | train_acc: 83.429 | train_precision: 1.000 | train_recall: 0.592 | train_auc: 0.796
val_loss: 0.58355 | val_acc: 81.633 | val_precision: 1.000 | val_recall: 0.571 | val_auc: 0.786
test_loss: 0.58262 | test_acc: 78.125 | test_precision: 1.000 | test_recall: 0.481 | test_auc: 0.741

>>>>>>[SELLA] - 1.2 - 13/30: train_loss: 0.57067 | train_acc: 83.429 | train_precision: 1.000 | train_recall: 0.592 | train_auc: 0.796
val_loss: 0.57738 | val_acc: 81.633 | val_precision: 1.000 | val_recall: 0.571 | val_auc: 0.786
test_loss: 0.57686 | test_acc: 78.125 | test_precision: 1.000 | test_recall: 0.481 | test_auc: 0.741

>>>>>>[SELLA] - 1.2 - 14/30: train_loss: 0.56395 | train_acc: 85.714 | train_precision: 1.000 | train_recall: 0.648 | train_auc: 0.824
val_loss: 0.57177 | val_acc: 81.633 | val_precision: 1.000 | val_recall: 0.571 | val_auc: 0.786
test_loss: 0.57092 | test_acc: 79.688 | test_precision: 1.000 | test_recall: 0.519 | test_auc: 0.759

>>>>>>[SELLA] - 1.2 - 15/30: train_loss: 0.55748 | train_acc: 85.714 | train_precision: 1.000 | train_recall: 0.648 | train_auc: 0.824
val_loss: 0.56572 | val_acc: 81.633 | val_precision: 1.000 | val_recall: 0.571 | val_auc: 0.786
test_loss: 0.56526 | test_acc: 82.812 | test_precision: 1.000 | test_recall: 0.593 | test_auc: 0.796

>>>>>>[SELLA] - 1.2 - 16/30: train_loss: 0.55120 | train_acc: 86.286 | train_precision: 1.000 | train_recall: 0.662 | train_auc: 0.831
val_loss: 0.56013 | val_acc: 81.633 | val_precision: 1.000 | val_recall: 0.571 | val_auc: 0.786
test_loss: 0.55959 | test_acc: 82.812 | test_precision: 1.000 | test_recall: 0.593 | test_auc: 0.796

>>>>>>[SELLA] - 1.2 - 17/30: train_loss: 0.54580 | train_acc: 86.857 | train_precision: 1.000 | train_recall: 0.676 | train_auc: 0.838
val_loss: 0.55493 | val_acc: 83.673 | val_precision: 1.000 | val_recall: 0.619 | val_auc: 0.810
test_loss: 0.55397 | test_acc: 84.375 | test_precision: 1.000 | test_recall: 0.630 | test_auc: 0.815

>>>>>>[SELLA] - 1.2 - 18/30: train_loss: 0.54004 | train_acc: 87.429 | train_precision: 1.000 | train_recall: 0.690 | train_auc: 0.845
val_loss: 0.54931 | val_acc: 83.673 | val_precision: 1.000 | val_recall: 0.619 | val_auc: 0.810
test_loss: 0.54853 | test_acc: 84.375 | test_precision: 1.000 | test_recall: 0.630 | test_auc: 0.815

>>>>>>[SELLA] - 1.2 - 19/30: train_loss: 0.53416 | train_acc: 88.000 | train_precision: 1.000 | train_recall: 0.704 | train_auc: 0.852
val_loss: 0.54404 | val_acc: 85.714 | val_precision: 1.000 | val_recall: 0.667 | val_auc: 0.833
test_loss: 0.54327 | test_acc: 84.375 | test_precision: 1.000 | test_recall: 0.630 | test_auc: 0.815

>>>>>>[SELLA] - 1.2 - 20/30: train_loss: 0.52862 | train_acc: 88.000 | train_precision: 1.000 | train_recall: 0.704 | train_auc: 0.852
val_loss: 0.53849 | val_acc: 85.714 | val_precision: 1.000 | val_recall: 0.667 | val_auc: 0.833
test_loss: 0.53793 | test_acc: 84.375 | test_precision: 1.000 | test_recall: 0.630 | test_auc: 0.815

>>>>>>[SELLA] - 1.2 - 21/30: train_loss: 0.52272 | train_acc: 88.000 | train_precision: 1.000 | train_recall: 0.704 | train_auc: 0.852
val_loss: 0.53320 | val_acc: 87.755 | val_precision: 1.000 | val_recall: 0.714 | val_auc: 0.857
test_loss: 0.53271 | test_acc: 84.375 | test_precision: 1.000 | test_recall: 0.630 | test_auc: 0.815

>>>>>>[SELLA] - 1.2 - 22/30: train_loss: 0.51738 | train_acc: 88.000 | train_precision: 1.000 | train_recall: 0.704 | train_auc: 0.852
val_loss: 0.52806 | val_acc: 87.755 | val_precision: 1.000 | val_recall: 0.714 | val_auc: 0.857
test_loss: 0.52749 | test_acc: 85.938 | test_precision: 1.000 | test_recall: 0.667 | test_auc: 0.833

>>>>>>[SELLA] - 1.2 - 23/30: train_loss: 0.51213 | train_acc: 88.000 | train_precision: 1.000 | train_recall: 0.704 | train_auc: 0.852
val_loss: 0.52302 | val_acc: 87.755 | val_precision: 1.000 | val_recall: 0.714 | val_auc: 0.857
test_loss: 0.52237 | test_acc: 87.500 | test_precision: 1.000 | test_recall: 0.704 | test_auc: 0.852

>>>>>>[SELLA] - 1.2 - 24/30: train_loss: 0.50676 | train_acc: 88.571 | train_precision: 1.000 | train_recall: 0.718 | train_auc: 0.859
val_loss: 0.51833 | val_acc: 87.755 | val_precision: 1.000 | val_recall: 0.714 | val_auc: 0.857
test_loss: 0.51729 | test_acc: 89.062 | test_precision: 1.000 | test_recall: 0.741 | test_auc: 0.870

>>>>>>[SELLA] - 1.2 - 25/30: train_loss: 0.50114 | train_acc: 88.571 | train_precision: 1.000 | train_recall: 0.718 | train_auc: 0.859
val_loss: 0.51323 | val_acc: 87.755 | val_precision: 1.000 | val_recall: 0.714 | val_auc: 0.857
test_loss: 0.51235 | test_acc: 90.625 | test_precision: 1.000 | test_recall: 0.778 | test_auc: 0.889

>>>>>>[SELLA] - 1.2 - 26/30: train_loss: 0.49578 | train_acc: 88.571 | train_precision: 1.000 | train_recall: 0.718 | train_auc: 0.859
val_loss: 0.50834 | val_acc: 89.796 | val_precision: 1.000 | val_recall: 0.762 | val_auc: 0.881
test_loss: 0.50750 | test_acc: 90.625 | test_precision: 1.000 | test_recall: 0.778 | test_auc: 0.889

>>>>>>[SELLA] - 1.2 - 27/30: train_loss: 0.49140 | train_acc: 89.143 | train_precision: 1.000 | train_recall: 0.732 | train_auc: 0.866
val_loss: 0.50364 | val_acc: 89.796 | val_precision: 1.000 | val_recall: 0.762 | val_auc: 0.881
test_loss: 0.50265 | test_acc: 90.625 | test_precision: 1.000 | test_recall: 0.778 | test_auc: 0.889

>>>>>>[SELLA] - 1.2 - 28/30: train_loss: 0.48598 | train_acc: 89.714 | train_precision: 1.000 | train_recall: 0.746 | train_auc: 0.873
val_loss: 0.49894 | val_acc: 89.796 | val_precision: 1.000 | val_recall: 0.762 | val_auc: 0.881
test_loss: 0.49794 | test_acc: 90.625 | test_precision: 1.000 | test_recall: 0.778 | test_auc: 0.889

>>>>>>[SELLA] - 1.2 - 29/30: train_loss: 0.48076 | train_acc: 90.857 | train_precision: 1.000 | train_recall: 0.775 | train_auc: 0.887
val_loss: 0.49424 | val_acc: 89.796 | val_precision: 1.000 | val_recall: 0.762 | val_auc: 0.881
test_loss: 0.49323 | test_acc: 90.625 | test_precision: 1.000 | test_recall: 0.778 | test_auc: 0.889

>>>>>>[SELLA] - 1.2 - 30/30: train_loss: 0.47598 | train_acc: 90.857 | train_precision: 1.000 | train_recall: 0.775 | train_auc: 0.887
val_loss: 0.48937 | val_acc: 89.796 | val_precision: 1.000 | val_recall: 0.762 | val_auc: 0.881
test_loss: 0.48867 | test_acc: 90.625 | test_precision: 1.000 | test_recall: 0.778 | test_auc: 0.889

>>>>>>[SELLA] - 1.3 - 1/30: train_loss: 0.63303 | train_acc: 72.626 | train_precision: 0.838 | train_recall: 0.419 | train_auc: 0.681
val_loss: 0.63515 | val_acc: 73.333 | val_precision: 0.800 | val_recall: 0.444 | val_auc: 0.685
test_loss: 0.62636 | test_acc: 75.000 | test_precision: 1.000 | test_recall: 0.407 | test_auc: 0.704

>>>>>>[SELLA] - 1.3 - 2/30: train_loss: 0.62354 | train_acc: 74.302 | train_precision: 0.868 | train_recall: 0.446 | train_auc: 0.699
val_loss: 0.62699 | val_acc: 73.333 | val_precision: 0.800 | val_recall: 0.444 | val_auc: 0.685
test_loss: 0.61885 | test_acc: 76.562 | test_precision: 1.000 | test_recall: 0.444 | test_auc: 0.722

>>>>>>[SELLA] - 1.3 - 3/30: train_loss: 0.61679 | train_acc: 77.654 | train_precision: 0.947 | train_recall: 0.486 | train_auc: 0.734
val_loss: 0.61914 | val_acc: 75.556 | val_precision: 0.818 | val_recall: 0.500 | val_auc: 0.713
test_loss: 0.61171 | test_acc: 76.562 | test_precision: 1.000 | test_recall: 0.444 | test_auc: 0.722

>>>>>>[SELLA] - 1.3 - 4/30: train_loss: 0.60915 | train_acc: 79.330 | train_precision: 0.951 | train_recall: 0.527 | train_auc: 0.754
val_loss: 0.61162 | val_acc: 75.556 | val_precision: 0.818 | val_recall: 0.500 | val_auc: 0.713
test_loss: 0.60486 | test_acc: 76.562 | test_precision: 1.000 | test_recall: 0.444 | test_auc: 0.722

>>>>>>[SELLA] - 1.3 - 5/30: train_loss: 0.60064 | train_acc: 80.447 | train_precision: 0.953 | train_recall: 0.554 | train_auc: 0.768
val_loss: 0.60408 | val_acc: 84.444 | val_precision: 0.923 | val_recall: 0.667 | val_auc: 0.815
test_loss: 0.59781 | test_acc: 79.688 | test_precision: 1.000 | test_recall: 0.519 | test_auc: 0.759

>>>>>>[SELLA] - 1.3 - 6/30: train_loss: 0.59536 | train_acc: 82.682 | train_precision: 1.000 | train_recall: 0.581 | train_auc: 0.791
val_loss: 0.59663 | val_acc: 84.444 | val_precision: 0.923 | val_recall: 0.667 | val_auc: 0.815
test_loss: 0.59120 | test_acc: 78.125 | test_precision: 1.000 | test_recall: 0.481 | test_auc: 0.741

>>>>>>[SELLA] - 1.3 - 7/30: train_loss: 0.58593 | train_acc: 86.034 | train_precision: 1.000 | train_recall: 0.662 | train_auc: 0.831
val_loss: 0.58997 | val_acc: 86.667 | val_precision: 0.929 | val_recall: 0.722 | val_auc: 0.843
