EVALUATION RESULTS:

>>>>>>[EMBRYONAL] - 1.1 - 1/30: train_loss: 0.44001 | train_acc: 78.396 | train_precision: 0.065 | train_recall: 0.029 | train_auc: 0.476

>>>>>>[EMBRYONAL] - 2.3 - 10/30: train_loss: 0.03514 | train_acc: 99.783 | train_precision: 0.987 | train_recall: 1.000 | train_auc: 0.999
val_loss: 0.03711 | val_acc: 99.123 | val_precision: 1.000 | val_recall: 0.944 | val_auc: 0.972
test_loss: 0.05019 | test_acc: 98.684 | test_precision: 1.000 | test_recall: 0.926 | test_auc: 0.963

>>>>>>[EMBRYONAL] - 2.3 - 11/30: train_loss: 0.03140 | train_acc: 99.565 | train_precision: 0.986 | train_recall: 0.986 | train_auc: 0.992
val_loss: 0.03267 | val_acc: 100.000 | val_precision: 1.000 | val_recall: 1.000 | val_auc: 1.000
test_loss: 0.04546 | test_acc: 98.684 | test_precision: 1.000 | test_recall: 0.926 | test_auc: 0.963

>>>>>>[EMBRYONAL] - 2.3 - 12/30: train_loss: 0.02807 | train_acc: 100.000 | train_precision: 1.000 | train_recall: 1.000 | train_auc: 1.000
val_loss: 0.02906 | val_acc: 100.000 | val_precision: 1.000 | val_recall: 1.000 | val_auc: 1.000
test_loss: 0.04153 | test_acc: 98.684 | test_precision: 1.000 | test_recall: 0.926 | test_auc: 0.963

>>>>>>[EMBRYONAL] - 2.3 - 13/30: train_loss: 0.02643 | train_acc: 99.783 | train_precision: 0.987 | train_recall: 1.000 | train_auc: 0.999
val_loss: 0.02716 | val_acc: 100.000 | val_precision: 1.000 | val_recall: 1.000 | val_auc: 1.000
test_loss: 0.03990 | test_acc: 98.684 | test_precision: 1.000 | test_recall: 0.926 | test_auc: 0.963

>>>>>>[EMBRYONAL] - 2.3 - 14/30: train_loss: 0.02401 | train_acc: 100.000 | train_precision: 1.000 | train_recall: 1.000 | train_auc: 1.000
val_loss: 0.02660 | val_acc: 100.000 | val_precision: 1.000 | val_recall: 1.000 | val_auc: 1.000
test_loss: 0.04000 | test_acc: 98.684 | test_precision: 1.000 | test_recall: 0.926 | test_auc: 0.963

>>>>>>[EMBRYONAL] - 2.3 - 15/30: train_loss: 0.02220 | train_acc: 100.000 | train_precision: 1.000 | train_recall: 1.000 | train_auc: 1.000
val_loss: 0.02276 | val_acc: 100.000 | val_precision: 1.000 | val_recall: 1.000 | val_auc: 1.000
test_loss: 0.03527 | test_acc: 98.684 | test_precision: 1.000 | test_recall: 0.926 | test_auc: 0.963

>>>>>>[EMBRYONAL] - 2.3 - 16/30: train_loss: 0.02044 | train_acc: 100.000 | train_precision: 1.000 | train_recall: 1.000 | train_auc: 1.000
val_loss: 0.02018 | val_acc: 100.000 | val_precision: 1.000 | val_recall: 1.000 | val_auc: 1.000
test_loss: 0.03186 | test_acc: 98.684 | test_precision: 1.000 | test_recall: 0.926 | test_auc: 0.963

>>>>>>[EMBRYONAL] - 2.3 - 17/30: train_loss: 0.01848 | train_acc: 100.000 | train_precision: 1.000 | train_recall: 1.000 | train_auc: 1.000
val_loss: 0.02078 | val_acc: 100.000 | val_precision: 1.000 | val_recall: 1.000 | val_auc: 1.000
test_loss: 0.03367 | test_acc: 98.684 | test_precision: 1.000 | test_recall: 0.926 | test_auc: 0.963

>>>>>>[EMBRYONAL] - 2.3 - 18/30: train_loss: 0.01747 | train_acc: 100.000 | train_precision: 1.000 | train_recall: 1.000 | train_auc: 1.000
val_loss: 0.01773 | val_acc: 100.000 | val_precision: 1.000 | val_recall: 1.000 | val_auc: 1.000
test_loss: 0.02939 | test_acc: 98.684 | test_precision: 1.000 | test_recall: 0.926 | test_auc: 0.963

>>>>>>[EMBRYONAL] - 2.3 - 19/30: train_loss: 0.01632 | train_acc: 100.000 | train_precision: 1.000 | train_recall: 1.000 | train_auc: 1.000
val_loss: 0.01764 | val_acc: 100.000 | val_precision: 1.000 | val_recall: 1.000 | val_auc: 1.000
test_loss: 0.02986 | test_acc: 98.684 | test_precision: 1.000 | test_recall: 0.926 | test_auc: 0.963

>>>>>>[EMBRYONAL] - 2.3 - 20/30: train_loss: 0.01561 | train_acc: 100.000 | train_precision: 1.000 | train_recall: 1.000 | train_auc: 1.000
val_loss: 0.01621 | val_acc: 100.000 | val_precision: 1.000 | val_recall: 1.000 | val_auc: 1.000
test_loss: 0.02813 | test_acc: 98.684 | test_precision: 1.000 | test_recall: 0.926 | test_auc: 0.963

>>>>>>[EMBRYONAL] - 2.3 - 21/30: train_loss: 0.01412 | train_acc: 100.000 | train_precision: 1.000 | train_recall: 1.000 | train_auc: 1.000
val_loss: 0.01425 | val_acc: 100.000 | val_precision: 1.000 | val_recall: 1.000 | val_auc: 1.000
test_loss: 0.02531 | test_acc: 98.684 | test_precision: 1.000 | test_recall: 0.926 | test_auc: 0.963

>>>>>>[EMBRYONAL] - 2.3 - 22/30: train_loss: 0.01359 | train_acc: 100.000 | train_precision: 1.000 | train_recall: 1.000 | train_auc: 1.000
val_loss: 0.01337 | val_acc: 100.000 | val_precision: 1.000 | val_recall: 1.000 | val_auc: 1.000
test_loss: 0.02406 | test_acc: 98.684 | test_precision: 1.000 | test_recall: 0.926 | test_auc: 0.963

>>>>>>[EMBRYONAL] - 2.3 - 23/30: train_loss: 0.01285 | train_acc: 100.000 | train_precision: 1.000 | train_recall: 1.000 | train_auc: 1.000
val_loss: 0.01214 | val_acc: 100.000 | val_precision: 1.000 | val_recall: 1.000 | val_auc: 1.000
test_loss: 0.02194 | test_acc: 99.342 | test_precision: 1.000 | test_recall: 0.963 | test_auc: 0.981

>>>>>>[EMBRYONAL] - 2.3 - 24/30: train_loss: 0.01196 | train_acc: 100.000 | train_precision: 1.000 | train_recall: 1.000 | train_auc: 1.000
val_loss: 0.01212 | val_acc: 100.000 | val_precision: 1.000 | val_recall: 1.000 | val_auc: 1.000
test_loss: 0.02274 | test_acc: 98.684 | test_precision: 1.000 | test_recall: 0.926 | test_auc: 0.963

>>>>>>[EMBRYONAL] - 2.3 - 25/30: train_loss: 0.01128 | train_acc: 100.000 | train_precision: 1.000 | train_recall: 1.000 | train_auc: 1.000
val_loss: 0.01166 | val_acc: 100.000 | val_precision: 1.000 | val_recall: 1.000 | val_auc: 1.000
test_loss: 0.02250 | test_acc: 98.684 | test_precision: 1.000 | test_recall: 0.926 | test_auc: 0.963

>>>>>>[EMBRYONAL] - 2.3 - 26/30: train_loss: 0.01081 | train_acc: 100.000 | train_precision: 1.000 | train_recall: 1.000 | train_auc: 1.000
val_loss: 0.01016 | val_acc: 100.000 | val_precision: 1.000 | val_recall: 1.000 | val_auc: 1.000
test_loss: 0.01948 | test_acc: 100.000 | test_precision: 1.000 | test_recall: 1.000 | test_auc: 1.000

>>>>>>[EMBRYONAL] - 2.3 - 27/30: train_loss: 0.01018 | train_acc: 100.000 | train_precision: 1.000 | train_recall: 1.000 | train_auc: 1.000
val_loss: 0.01019 | val_acc: 100.000 | val_precision: 1.000 | val_recall: 1.000 | val_auc: 1.000
test_loss: 0.02036 | test_acc: 99.342 | test_precision: 1.000 | test_recall: 0.963 | test_auc: 0.981

>>>>>>[EMBRYONAL] - 2.3 - 28/30: train_loss: 0.00966 | train_acc: 100.000 | train_precision: 1.000 | train_recall: 1.000 | train_auc: 1.000
val_loss: 0.00951 | val_acc: 100.000 | val_precision: 1.000 | val_recall: 1.000 | val_auc: 1.000
test_loss: 0.01918 | test_acc: 99.342 | test_precision: 1.000 | test_recall: 0.963 | test_auc: 0.981

>>>>>>[EMBRYONAL] - 2.3 - 29/30: train_loss: 0.00943 | train_acc: 100.000 | train_precision: 1.000 | train_recall: 1.000 | train_auc: 1.000
val_loss: 0.00898 | val_acc: 100.000 | val_precision: 1.000 | val_recall: 1.000 | val_auc: 1.000
test_loss: 0.01852 | test_acc: 100.000 | test_precision: 1.000 | test_recall: 1.000 | test_auc: 1.000

>>>>>>[EMBRYONAL] - 2.3 - 30/30: train_loss: 0.00888 | train_acc: 100.000 | train_precision: 1.000 | train_recall: 1.000 | train_auc: 1.000
val_loss: 0.00876 | val_acc: 100.000 | val_precision: 1.000 | val_recall: 1.000 | val_auc: 1.000
test_loss: 0.01827 | test_acc: 100.000 | test_precision: 1.000 | test_recall: 1.000 | test_auc: 1.000

>>>>>>[EMBRYONAL] - 2.4 - 1/30: train_loss: 0.36926 | train_acc: 82.289 | train_precision: 0.000 | train_recall: 0.000 | train_auc: 0.491
val_loss: 0.23686 | val_acc: 86.486 | val_precision: 1.000 | val_recall: 0.118 | val_auc: 0.559
test_loss: 0.28749 | test_acc: 85.526 | test_precision: 1.000 | test_recall: 0.185 | test_auc: 0.593

>>>>>>[EMBRYONAL] - 2.4 - 2/30: train_loss: 0.19727 | train_acc: 92.225 | train_precision: 1.000 | train_recall: 0.520 | train_auc: 0.760
val_loss: 0.14538 | val_acc: 96.396 | val_precision: 1.000 | val_recall: 0.765 | val_auc: 0.882
test_loss: 0.18141 | test_acc: 96.053 | test_precision: 1.000 | test_recall: 0.778 | test_auc: 0.889

>>>>>>[EMBRYONAL] - 2.4 - 3/30: train_loss: 0.13254 | train_acc: 96.760 | train_precision: 1.000 | train_recall: 0.800 | train_auc: 0.900
val_loss: 0.10148 | val_acc: 99.099 | val_precision: 1.000 | val_recall: 0.941 | val_auc: 0.971
test_loss: 0.13280 | test_acc: 98.684 | test_precision: 1.000 | test_recall: 0.926 | test_auc: 0.963

>>>>>>[EMBRYONAL] - 2.4 - 4/30: train_loss: 0.09977 | train_acc: 97.624 | train_precision: 0.985 | train_recall: 0.867 | train_auc: 0.932
val_loss: 0.07801 | val_acc: 98.198 | val_precision: 1.000 | val_recall: 0.882 | val_auc: 0.941
test_loss: 0.11041 | test_acc: 98.684 | test_precision: 1.000 | test_recall: 0.926 | test_auc: 0.963

>>>>>>[EMBRYONAL] - 2.4 - 5/30: train_loss: 0.07690 | train_acc: 99.136 | train_precision: 1.000 | train_recall: 0.947 | train_auc: 0.973
val_loss: 0.06036 | val_acc: 99.099 | val_precision: 1.000 | val_recall: 0.941 | val_auc: 0.971
test_loss: 0.08727 | test_acc: 98.684 | test_precision: 1.000 | test_recall: 0.926 | test_auc: 0.963

>>>>>>[EMBRYONAL] - 2.4 - 6/30: train_loss: 0.06378 | train_acc: 99.568 | train_precision: 1.000 | train_recall: 0.973 | train_auc: 0.987
val_loss: 0.04943 | val_acc: 99.099 | val_precision: 1.000 | val_recall: 0.941 | val_auc: 0.971
test_loss: 0.07424 | test_acc: 98.684 | test_precision: 1.000 | test_recall: 0.926 | test_auc: 0.963

>>>>>>[EMBRYONAL] - 2.4 - 7/30: train_loss: 0.05401 | train_acc: 99.568 | train_precision: 0.987 | train_recall: 0.987 | train_auc: 0.992
val_loss: 0.04301 | val_acc: 99.099 | val_precision: 1.000 | val_recall: 0.941 | val_auc: 0.971
test_loss: 0.06818 | test_acc: 98.684 | test_precision: 1.000 | test_recall: 0.926 | test_auc: 0.963

>>>>>>[EMBRYONAL] - 2.4 - 8/30: train_loss: 0.04699 | train_acc: 99.784 | train_precision: 1.000 | train_recall: 0.987 | train_auc: 0.993
val_loss: 0.03613 | val_acc: 99.099 | val_precision: 1.000 | val_recall: 0.941 | val_auc: 0.971
test_loss: 0.05879 | test_acc: 98.684 | test_precision: 1.000 | test_recall: 0.926 | test_auc: 0.963

>>>>>>[EMBRYONAL] - 2.4 - 9/30: train_loss: 0.04093 | train_acc: 99.784 | train_precision: 1.000 | train_recall: 0.987 | train_auc: 0.993
val_loss: 0.03162 | val_acc: 99.099 | val_precision: 1.000 | val_recall: 0.941 | val_auc: 0.971
test_loss: 0.05332 | test_acc: 98.684 | test_precision: 1.000 | test_recall: 0.926 | test_auc: 0.963

>>>>>>[EMBRYONAL] - 2.4 - 10/30: train_loss: 0.03616 | train_acc: 100.000 | train_precision: 1.000 | train_recall: 1.000 | train_auc: 1.000
val_loss: 0.02749 | val_acc: 100.000 | val_precision: 1.000 | val_recall: 1.000 | val_auc: 1.000
test_loss: 0.04754 | test_acc: 98.684 | test_precision: 1.000 | test_recall: 0.926 | test_auc: 0.963

>>>>>>[EMBRYONAL] - 2.4 - 11/30: train_loss: 0.03236 | train_acc: 100.000 | train_precision: 1.000 | train_recall: 1.000 | train_auc: 1.000
val_loss: 0.02631 | val_acc: 99.099 | val_precision: 1.000 | val_recall: 0.941 | val_auc: 0.971
test_loss: 0.04753 | test_acc: 98.684 | test_precision: 1.000 | test_recall: 0.926 | test_auc: 0.963

>>>>>>[EMBRYONAL] - 2.4 - 12/30: train_loss: 0.02917 | train_acc: 99.784 | train_precision: 1.000 | train_recall: 0.987 | train_auc: 0.993
val_loss: 0.02154 | val_acc: 100.000 | val_precision: 1.000 | val_recall: 1.000 | val_auc: 1.000
test_loss: 0.03936 | test_acc: 98.684 | test_precision: 1.000 | test_recall: 0.926 | test_auc: 0.963

>>>>>>[EMBRYONAL] - 2.4 - 13/30: train_loss: 0.02670 | train_acc: 100.000 | train_precision: 1.000 | train_recall: 1.000 | train_auc: 1.000
val_loss: 0.02197 | val_acc: 99.099 | val_precision: 1.000 | val_recall: 0.941 | val_auc: 0.971
test_loss: 0.04214 | test_acc: 98.684 | test_precision: 1.000 | test_recall: 0.926 | test_auc: 0.963

>>>>>>[EMBRYONAL] - 2.4 - 14/30: train_loss: 0.02429 | train_acc: 100.000 | train_precision: 1.000 | train_recall: 1.000 | train_auc: 1.000
val_loss: 0.01814 | val_acc: 100.000 | val_precision: 1.000 | val_recall: 1.000 | val_auc: 1.000
test_loss: 0.03545 | test_acc: 98.684 | test_precision: 1.000 | test_recall: 0.926 | test_auc: 0.963

>>>>>>[EMBRYONAL] - 2.4 - 15/30: train_loss: 0.02248 | train_acc: 100.000 | train_precision: 1.000 | train_recall: 1.000 | train_auc: 1.000
val_loss: 0.01614 | val_acc: 100.000 | val_precision: 1.000 | val_recall: 1.000 | val_auc: 1.000
test_loss: 0.03214 | test_acc: 98.684 | test_precision: 1.000 | test_recall: 0.926 | test_auc: 0.963

>>>>>>[EMBRYONAL] - 2.4 - 16/30: train_loss: 0.02072 | train_acc: 100.000 | train_precision: 1.000 | train_recall: 1.000 | train_auc: 1.000
val_loss: 0.01485 | val_acc: 100.000 | val_precision: 1.000 | val_recall: 1.000 | val_auc: 1.000
test_loss: 0.03041 | test_acc: 98.684 | test_precision: 1.000 | test_recall: 0.926 | test_auc: 0.963

>>>>>>[EMBRYONAL] - 2.4 - 17/30: train_loss: 0.01912 | train_acc: 100.000 | train_precision: 1.000 | train_recall: 1.000 | train_auc: 1.000
val_loss: 0.01461 | val_acc: 100.000 | val_precision: 1.000 | val_recall: 1.000 | val_auc: 1.000
test_loss: 0.03087 | test_acc: 98.684 | test_precision: 1.000 | test_recall: 0.926 | test_auc: 0.963

>>>>>>[EMBRYONAL] - 2.4 - 18/30: train_loss: 0.01780 | train_acc: 100.000 | train_precision: 1.000 | train_recall: 1.000 | train_auc: 1.000
val_loss: 0.01380 | val_acc: 100.000 | val_precision: 1.000 | val_recall: 1.000 | val_auc: 1.000
test_loss: 0.02992 | test_acc: 98.684 | test_precision: 1.000 | test_recall: 0.926 | test_auc: 0.963

>>>>>>[EMBRYONAL] - 2.4 - 19/30: train_loss: 0.01685 | train_acc: 100.000 | train_precision: 1.000 | train_recall: 1.000 | train_auc: 1.000
val_loss: 0.01189 | val_acc: 100.000 | val_precision: 1.000 | val_recall: 1.000 | val_auc: 1.000
test_loss: 0.02621 | test_acc: 98.684 | test_precision: 1.000 | test_recall: 0.926 | test_auc: 0.963

>>>>>>[EMBRYONAL] - 2.4 - 20/30: train_loss: 0.01547 | train_acc: 100.000 | train_precision: 1.000 | train_recall: 1.000 | train_auc: 1.000
val_loss: 0.01128 | val_acc: 100.000 | val_precision: 1.000 | val_recall: 1.000 | val_auc: 1.000
test_loss: 0.02551 | test_acc: 98.684 | test_precision: 1.000 | test_recall: 0.926 | test_auc: 0.963

>>>>>>[EMBRYONAL] - 2.4 - 21/30: train_loss: 0.01451 | train_acc: 100.000 | train_precision: 1.000 | train_recall: 1.000 | train_auc: 1.000
val_loss: 0.01073 | val_acc: 100.000 | val_precision: 1.000 | val_recall: 1.000 | val_auc: 1.000
test_loss: 0.02480 | test_acc: 98.684 | test_precision: 1.000 | test_recall: 0.926 | test_auc: 0.963

>>>>>>[EMBRYONAL] - 2.4 - 22/30: train_loss: 0.01366 | train_acc: 100.000 | train_precision: 1.000 | train_recall: 1.000 | train_auc: 1.000
val_loss: 0.01000 | val_acc: 100.000 | val_precision: 1.000 | val_recall: 1.000 | val_auc: 1.000
test_loss: 0.02361 | test_acc: 98.684 | test_precision: 1.000 | test_recall: 0.926 | test_auc: 0.963

>>>>>>[EMBRYONAL] - 2.4 - 23/30: train_loss: 0.01294 | train_acc: 100.000 | train_precision: 1.000 | train_recall: 1.000 | train_auc: 1.000
val_loss: 0.00904 | val_acc: 100.000 | val_precision: 1.000 | val_recall: 1.000 | val_auc: 1.000
test_loss: 0.02169 | test_acc: 100.000 | test_precision: 1.000 | test_recall: 1.000 | test_auc: 1.000

>>>>>>[EMBRYONAL] - 2.4 - 24/30: train_loss: 0.01220 | train_acc: 100.000 | train_precision: 1.000 | train_recall: 1.000 | train_auc: 1.000
val_loss: 0.00871 | val_acc: 100.000 | val_precision: 1.000 | val_recall: 1.000 | val_auc: 1.000
test_loss: 0.02142 | test_acc: 100.000 | test_precision: 1.000 | test_recall: 1.000 | test_auc: 1.000

>>>>>>[EMBRYONAL] - 2.5 - 1/30: train_loss: 0.41823 | train_acc: 79.701 | train_precision: 0.053 | train_recall: 0.013 | train_auc: 0.483
val_loss: 0.25880 | val_acc: 86.792 | val_precision: 0.000 | val_recall: 0.000 | val_auc: 0.500
test_loss: 0.31899 | test_acc: 82.237 | test_precision: 0.000 | test_recall: 0.000 | test_auc: 0.500

>>>>>>[EMBRYONAL] - 2.5 - 2/30: train_loss: 0.22608 | train_acc: 88.034 | train_precision: 1.000 | train_recall: 0.282 | train_auc: 0.641
val_loss: 0.15440 | val_acc: 97.170 | val_precision: 1.000 | val_recall: 0.786 | val_auc: 0.893
test_loss: 0.20350 | test_acc: 95.395 | test_precision: 1.000 | test_recall: 0.741 | test_auc: 0.870

>>>>>>[EMBRYONAL] - 2.5 - 3/30: train_loss: 0.15087 | train_acc: 97.436 | train_precision: 1.000 | train_recall: 0.846 | train_auc: 0.923
val_loss: 0.10554 | val_acc: 100.000 | val_precision: 1.000 | val_recall: 1.000 | val_auc: 1.000
test_loss: 0.14716 | test_acc: 98.026 | test_precision: 1.000 | test_recall: 0.889 | test_auc: 0.944

>>>>>>[EMBRYONAL] - 2.5 - 4/30: train_loss: 0.11098 | train_acc: 99.145 | train_precision: 1.000 | train_recall: 0.949 | train_auc: 0.974
val_loss: 0.07932 | val_acc: 100.000 | val_precision: 1.000 | val_recall: 1.000 | val_auc: 1.000
test_loss: 0.11605 | test_acc: 98.684 | test_precision: 1.000 | test_recall: 0.926 | test_auc: 0.963

>>>>>>[EMBRYONAL] - 2.5 - 5/30: train_loss: 0.08814 | train_acc: 99.145 | train_precision: 0.987 | train_recall: 0.962 | train_auc: 0.979
val_loss: 0.06255 | val_acc: 100.000 | val_precision: 1.000 | val_recall: 1.000 | val_auc: 1.000
test_loss: 0.09466 | test_acc: 98.684 | test_precision: 1.000 | test_recall: 0.926 | test_auc: 0.963

>>>>>>[EMBRYONAL] - 2.5 - 6/30: train_loss: 0.07135 | train_acc: 99.359 | train_precision: 1.000 | train_recall: 0.962 | train_auc: 0.981
val_loss: 0.05125 | val_acc: 100.000 | val_precision: 1.000 | val_recall: 1.000 | val_auc: 1.000
test_loss: 0.08193 | test_acc: 98.684 | test_precision: 1.000 | test_recall: 0.926 | test_auc: 0.963

>>>>>>[EMBRYONAL] - 2.5 - 7/30: train_loss: 0.06074 | train_acc: 99.359 | train_precision: 1.000 | train_recall: 0.962 | train_auc: 0.981
val_loss: 0.04394 | val_acc: 100.000 | val_precision: 1.000 | val_recall: 1.000 | val_auc: 1.000
test_loss: 0.06905 | test_acc: 98.684 | test_precision: 1.000 | test_recall: 0.926 | test_auc: 0.963

>>>>>>[EMBRYONAL] - 2.5 - 8/30: train_loss: 0.05266 | train_acc: 99.359 | train_precision: 1.000 | train_recall: 0.962 | train_auc: 0.981
val_loss: 0.03743 | val_acc: 100.000 | val_precision: 1.000 | val_recall: 1.000 | val_auc: 1.000
test_loss: 0.06121 | test_acc: 98.684 | test_precision: 1.000 | test_recall: 0.926 | test_auc: 0.963

>>>>>>[EMBRYONAL] - 2.5 - 9/30: train_loss: 0.04546 | train_acc: 99.786 | train_precision: 1.000 | train_recall: 0.987 | train_auc: 0.994
val_loss: 0.03382 | val_acc: 100.000 | val_precision: 1.000 | val_recall: 1.000 | val_auc: 1.000
test_loss: 0.05402 | test_acc: 98.684 | test_precision: 1.000 | test_recall: 0.926 | test_auc: 0.963

>>>>>>[EMBRYONAL] - 2.5 - 10/30: train_loss: 0.04108 | train_acc: 99.573 | train_precision: 0.987 | train_recall: 0.987 | train_auc: 0.992
val_loss: 0.02914 | val_acc: 100.000 | val_precision: 1.000 | val_recall: 1.000 | val_auc: 1.000
test_loss: 0.04942 | test_acc: 98.684 | test_precision: 1.000 | test_recall: 0.926 | test_auc: 0.963

>>>>>>[EMBRYONAL] - 2.5 - 11/30: train_loss: 0.03651 | train_acc: 100.000 | train_precision: 1.000 | train_recall: 1.000 | train_auc: 1.000
val_loss: 0.02600 | val_acc: 100.000 | val_precision: 1.000 | val_recall: 1.000 | val_auc: 1.000
test_loss: 0.04536 | test_acc: 98.684 | test_precision: 1.000 | test_recall: 0.926 | test_auc: 0.963

>>>>>>[EMBRYONAL] - 2.5 - 12/30: train_loss: 0.03267 | train_acc: 100.000 | train_precision: 1.000 | train_recall: 1.000 | train_auc: 1.000
val_loss: 0.02342 | val_acc: 100.000 | val_precision: 1.000 | val_recall: 1.000 | val_auc: 1.000
test_loss: 0.04467 | test_acc: 98.684 | test_precision: 1.000 | test_recall: 0.926 | test_auc: 0.963

>>>>>>[EMBRYONAL] - 2.5 - 13/30: train_loss: 0.03067 | train_acc: 100.000 | train_precision: 1.000 | train_recall: 1.000 | train_auc: 1.000
val_loss: 0.02114 | val_acc: 100.000 | val_precision: 1.000 | val_recall: 1.000 | val_auc: 1.000
test_loss: 0.04048 | test_acc: 98.684 | test_precision: 1.000 | test_recall: 0.926 | test_auc: 0.963

>>>>>>[EMBRYONAL] - 2.5 - 14/30: train_loss: 0.02719 | train_acc: 100.000 | train_precision: 1.000 | train_recall: 1.000 | train_auc: 1.000
val_loss: 0.01941 | val_acc: 100.000 | val_precision: 1.000 | val_recall: 1.000 | val_auc: 1.000
test_loss: 0.03604 | test_acc: 98.684 | test_precision: 1.000 | test_recall: 0.926 | test_auc: 0.963

>>>>>>[EMBRYONAL] - 2.5 - 15/30: train_loss: 0.02541 | train_acc: 100.000 | train_precision: 1.000 | train_recall: 1.000 | train_auc: 1.000
val_loss: 0.01792 | val_acc: 100.000 | val_precision: 1.000 | val_recall: 1.000 | val_auc: 1.000
test_loss: 0.03345 | test_acc: 98.684 | test_precision: 1.000 | test_recall: 0.926 | test_auc: 0.963

>>>>>>[EMBRYONAL] - 2.5 - 16/30: train_loss: 0.02302 | train_acc: 100.000 | train_precision: 1.000 | train_recall: 1.000 | train_auc: 1.000
val_loss: 0.01646 | val_acc: 100.000 | val_precision: 1.000 | val_recall: 1.000 | val_auc: 1.000
test_loss: 0.03262 | test_acc: 98.684 | test_precision: 1.000 | test_recall: 0.926 | test_auc: 0.963

>>>>>>[EMBRYONAL] - 2.5 - 17/30: train_loss: 0.02119 | train_acc: 100.000 | train_precision: 1.000 | train_recall: 1.000 | train_auc: 1.000
val_loss: 0.01581 | val_acc: 100.000 | val_precision: 1.000 | val_recall: 1.000 | val_auc: 1.000
test_loss: 0.02843 | test_acc: 100.000 | test_precision: 1.000 | test_recall: 1.000 | test_auc: 1.000

>>>>>>[EMBRYONAL] - 2.5 - 18/30: train_loss: 0.02022 | train_acc: 100.000 | train_precision: 1.000 | train_recall: 1.000 | train_auc: 1.000
val_loss: 0.01429 | val_acc: 100.000 | val_precision: 1.000 | val_recall: 1.000 | val_auc: 1.000
test_loss: 0.02807 | test_acc: 99.342 | test_precision: 1.000 | test_recall: 0.963 | test_auc: 0.981

>>>>>>[EMBRYONAL] - 2.5 - 19/30: train_loss: 0.01909 | train_acc: 100.000 | train_precision: 1.000 | train_recall: 1.000 | train_auc: 1.000
val_loss: 0.01341 | val_acc: 100.000 | val_precision: 1.000 | val_recall: 1.000 | val_auc: 1.000
test_loss: 0.02634 | test_acc: 100.000 | test_precision: 1.000 | test_recall: 1.000 | test_auc: 1.000

>>>>>>[EMBRYONAL] - 2.5 - 20/30: train_loss: 0.01742 | train_acc: 100.000 | train_precision: 1.000 | train_recall: 1.000 | train_auc: 1.000
val_loss: 0.01278 | val_acc: 100.000 | val_precision: 1.000 | val_recall: 1.000 | val_auc: 1.000
test_loss: 0.02396 | test_acc: 100.000 | test_precision: 1.000 | test_recall: 1.000 | test_auc: 1.000

>>>>>>[EMBRYONAL] - 2.5 - 21/30: train_loss: 0.01636 | train_acc: 100.000 | train_precision: 1.000 | train_recall: 1.000 | train_auc: 1.000
val_loss: 0.01181 | val_acc: 100.000 | val_precision: 1.000 | val_recall: 1.000 | val_auc: 1.000
test_loss: 0.02373 | test_acc: 100.000 | test_precision: 1.000 | test_recall: 1.000 | test_auc: 1.000

>>>>>>[EMBRYONAL] - 2.5 - 22/30: train_loss: 0.01539 | train_acc: 100.000 | train_precision: 1.000 | train_recall: 1.000 | train_auc: 1.000
val_loss: 0.01118 | val_acc: 100.000 | val_precision: 1.000 | val_recall: 1.000 | val_auc: 1.000
test_loss: 0.02214 | test_acc: 100.000 | test_precision: 1.000 | test_recall: 1.000 | test_auc: 1.000

>>>>>>[EMBRYONAL] - 2.5 - 23/30: train_loss: 0.01454 | train_acc: 100.000 | train_precision: 1.000 | train_recall: 1.000 | train_auc: 1.000
val_loss: 0.01058 | val_acc: 100.000 | val_precision: 1.000 | val_recall: 1.000 | val_auc: 1.000
test_loss: 0.02106 | test_acc: 100.000 | test_precision: 1.000 | test_recall: 1.000 | test_auc: 1.000

>>>>>>[EMBRYONAL] - 3.1 - 1/30: train_loss: 0.40722 | train_acc: 80.879 | train_precision: 0.000 | train_recall: 0.000 | train_auc: 0.480
val_loss: 0.31602 | val_acc: 82.258 | val_precision: 0.000 | val_recall: 0.000 | val_auc: 0.500
test_loss: 0.33525 | test_acc: 82.993 | test_precision: 0.000 | test_recall: 0.000 | test_auc: 0.500

>>>>>>[EMBRYONAL] - 3.1 - 2/30: train_loss: 0.21460 | train_acc: 88.791 | train_precision: 1.000 | train_recall: 0.292 | train_auc: 0.646
val_loss: 0.20134 | val_acc: 90.323 | val_precision: 1.000 | val_recall: 0.455 | val_auc: 0.727
test_loss: 0.21817 | test_acc: 91.156 | test_precision: 1.000 | test_recall: 0.480 | test_auc: 0.740

>>>>>>[EMBRYONAL] - 3.1 - 3/30: train_loss: 0.14249 | train_acc: 96.923 | train_precision: 1.000 | train_recall: 0.806 | train_auc: 0.903
val_loss: 0.14436 | val_acc: 96.774 | val_precision: 1.000 | val_recall: 0.818 | val_auc: 0.909
test_loss: 0.15683 | test_acc: 97.279 | test_precision: 1.000 | test_recall: 0.840 | test_auc: 0.920

>>>>>>[EMBRYONAL] - 3.1 - 4/30: train_loss: 0.10384 | train_acc: 98.681 | train_precision: 1.000 | train_recall: 0.917 | train_auc: 0.958
