EVALUATION RESULTS:

>>>>>>[EMBRYONAL] - 1.1 - 1/30: train_loss: 0.53069 | train_acc: 80.624 | train_precision: 0.095 | train_recall: 0.029 | train_auc: 0.489
test_loss: 0.71915 | test_acc: 76.106 | test_precision: 0.000 | test_recall: 0.000 | test_auc: 0.500

>>>>>>[GLIOBLASTOMA] - 2.1 - 2/30: train_loss: 0.51125 | train_acc: 81.361 | train_precision: 1.000 | train_recall: 0.100 | train_auc: 0.550
val_loss: 0.49059 | val_acc: 78.495 | val_precision: 1.000 | val_recall: 0.091 | val_auc: 0.545
test_loss: 0.56685 | test_acc: 76.991 | test_precision: 1.000 | test_recall: 0.037 | test_auc: 0.519

>>>>>>[GLIOBLASTOMA] - 2.1 - 3/30: train_loss: 0.41814 | train_acc: 82.840 | train_precision: 1.000 | train_recall: 0.171 | train_auc: 0.586
val_loss: 0.41209 | val_acc: 86.022 | val_precision: 1.000 | val_recall: 0.409 | val_auc: 0.705
test_loss: 0.44848 | test_acc: 87.611 | test_precision: 1.000 | test_recall: 0.481 | test_auc: 0.741

>>>>>>[GLIOBLASTOMA] - 2.1 - 4/30: train_loss: 0.36911 | train_acc: 86.095 | train_precision: 0.960 | train_recall: 0.343 | train_auc: 0.670
val_loss: 0.36240 | val_acc: 92.473 | val_precision: 0.941 | val_recall: 0.727 | val_auc: 0.857
test_loss: 0.38273 | test_acc: 94.690 | test_precision: 0.957 | test_recall: 0.815 | test_auc: 0.902

>>>>>>[GLIOBLASTOMA] - 2.1 - 5/30: train_loss: 0.31510 | train_acc: 91.716 | train_precision: 0.977 | train_recall: 0.614 | train_auc: 0.805
val_loss: 0.33056 | val_acc: 87.097 | val_precision: 1.000 | val_recall: 0.455 | val_auc: 0.727
test_loss: 0.37202 | test_acc: 87.611 | test_precision: 1.000 | test_recall: 0.481 | test_auc: 0.741

>>>>>>[GLIOBLASTOMA] - 2.1 - 6/30: train_loss: 0.28791 | train_acc: 90.237 | train_precision: 0.974 | train_recall: 0.543 | train_auc: 0.770
val_loss: 0.29152 | val_acc: 94.624 | val_precision: 0.947 | val_recall: 0.818 | val_auc: 0.902
test_loss: 0.30919 | test_acc: 96.460 | test_precision: 1.000 | test_recall: 0.852 | test_auc: 0.926

>>>>>>[GLIOBLASTOMA] - 2.1 - 7/30: train_loss: 0.25370 | train_acc: 93.787 | train_precision: 0.980 | train_recall: 0.714 | train_auc: 0.855
val_loss: 0.26572 | val_acc: 93.548 | val_precision: 0.864 | val_recall: 0.864 | val_auc: 0.911
test_loss: 0.26868 | test_acc: 97.345 | test_precision: 0.962 | test_recall: 0.926 | test_auc: 0.957

>>>>>>[GLIOBLASTOMA] - 2.1 - 8/30: train_loss: 0.23154 | train_acc: 94.970 | train_precision: 0.982 | train_recall: 0.771 | train_auc: 0.884
val_loss: 0.24545 | val_acc: 94.624 | val_precision: 0.905 | val_recall: 0.864 | val_auc: 0.918
test_loss: 0.25278 | test_acc: 96.460 | test_precision: 0.960 | test_recall: 0.889 | test_auc: 0.939

>>>>>>[GLIOBLASTOMA] - 2.1 - 9/30: train_loss: 0.21479 | train_acc: 95.266 | train_precision: 0.982 | train_recall: 0.786 | train_auc: 0.891
val_loss: 0.22686 | val_acc: 94.624 | val_precision: 0.905 | val_recall: 0.864 | val_auc: 0.918
test_loss: 0.22626 | test_acc: 97.345 | test_precision: 0.962 | test_recall: 0.926 | test_auc: 0.957

>>>>>>[GLIOBLASTOMA] - 2.1 - 10/30: train_loss: 0.19694 | train_acc: 97.633 | train_precision: 0.984 | train_recall: 0.900 | train_auc: 0.948
val_loss: 0.21190 | val_acc: 95.699 | val_precision: 0.909 | val_recall: 0.909 | val_auc: 0.940
test_loss: 0.20752 | test_acc: 97.345 | test_precision: 0.962 | test_recall: 0.926 | test_auc: 0.957

>>>>>>[GLIOBLASTOMA] - 2.1 - 11/30: train_loss: 0.17952 | train_acc: 97.041 | train_precision: 0.984 | train_recall: 0.871 | train_auc: 0.934
val_loss: 0.19852 | val_acc: 95.699 | val_precision: 0.875 | val_recall: 0.955 | val_auc: 0.956
test_loss: 0.18779 | test_acc: 99.115 | test_precision: 0.964 | test_recall: 1.000 | test_auc: 0.994

>>>>>>[GLIOBLASTOMA] - 2.1 - 12/30: train_loss: 0.16857 | train_acc: 98.521 | train_precision: 0.985 | train_recall: 0.943 | train_auc: 0.970
val_loss: 0.18780 | val_acc: 95.699 | val_precision: 0.875 | val_recall: 0.955 | val_auc: 0.956
test_loss: 0.17298 | test_acc: 99.115 | test_precision: 0.964 | test_recall: 1.000 | test_auc: 0.994

>>>>>>[GLIOBLASTOMA] - 2.1 - 13/30: train_loss: 0.15807 | train_acc: 99.408 | train_precision: 0.986 | train_recall: 0.986 | train_auc: 0.991
val_loss: 0.18108 | val_acc: 95.699 | val_precision: 0.909 | val_recall: 0.909 | val_auc: 0.940
test_loss: 0.17407 | test_acc: 97.345 | test_precision: 0.962 | test_recall: 0.926 | test_auc: 0.957

>>>>>>[GLIOBLASTOMA] - 2.1 - 14/30: train_loss: 0.14929 | train_acc: 98.817 | train_precision: 0.985 | train_recall: 0.957 | train_auc: 0.977
val_loss: 0.17034 | val_acc: 96.774 | val_precision: 0.913 | val_recall: 0.955 | val_auc: 0.963
test_loss: 0.15841 | test_acc: 99.115 | test_precision: 0.964 | test_recall: 1.000 | test_auc: 0.994

>>>>>>[GLIOBLASTOMA] - 2.1 - 15/30: train_loss: 0.13935 | train_acc: 98.817 | train_precision: 0.985 | train_recall: 0.957 | train_auc: 0.977
val_loss: 0.16106 | val_acc: 96.774 | val_precision: 0.880 | val_recall: 1.000 | val_auc: 0.979
test_loss: 0.13942 | test_acc: 99.115 | test_precision: 0.964 | test_recall: 1.000 | test_auc: 0.994

>>>>>>[GLIOBLASTOMA] - 2.1 - 16/30: train_loss: 0.13069 | train_acc: 99.408 | train_precision: 0.986 | train_recall: 0.986 | train_auc: 0.991
val_loss: 0.15537 | val_acc: 96.774 | val_precision: 0.880 | val_recall: 1.000 | val_auc: 0.979
test_loss: 0.13074 | test_acc: 99.115 | test_precision: 0.964 | test_recall: 1.000 | test_auc: 0.994

>>>>>>[GLIOBLASTOMA] - 2.1 - 17/30: train_loss: 0.12596 | train_acc: 99.112 | train_precision: 0.972 | train_recall: 0.986 | train_auc: 0.989
val_loss: 0.14713 | val_acc: 96.774 | val_precision: 0.913 | val_recall: 0.955 | val_auc: 0.963
test_loss: 0.12633 | test_acc: 99.115 | test_precision: 0.964 | test_recall: 1.000 | test_auc: 0.994

>>>>>>[GLIOBLASTOMA] - 2.1 - 18/30: train_loss: 0.11960 | train_acc: 99.112 | train_precision: 0.972 | train_recall: 0.986 | train_auc: 0.989
val_loss: 0.14178 | val_acc: 96.774 | val_precision: 0.913 | val_recall: 0.955 | val_auc: 0.963
test_loss: 0.12073 | test_acc: 99.115 | test_precision: 0.964 | test_recall: 1.000 | test_auc: 0.994

>>>>>>[GLIOBLASTOMA] - 2.1 - 19/30: train_loss: 0.11290 | train_acc: 98.817 | train_precision: 0.971 | train_recall: 0.971 | train_auc: 0.982
val_loss: 0.14788 | val_acc: 95.699 | val_precision: 0.846 | val_recall: 1.000 | val_auc: 0.972
test_loss: 0.11449 | test_acc: 99.115 | test_precision: 0.964 | test_recall: 1.000 | test_auc: 0.994

>>>>>>[GLIOBLASTOMA] - 2.1 - 20/30: train_loss: 0.11989 | train_acc: 98.521 | train_precision: 0.945 | train_recall: 0.986 | train_auc: 0.985
val_loss: 0.13214 | val_acc: 96.774 | val_precision: 0.880 | val_recall: 1.000 | val_auc: 0.979
test_loss: 0.10380 | test_acc: 99.115 | test_precision: 0.964 | test_recall: 1.000 | test_auc: 0.994

>>>>>>[GLIOBLASTOMA] - 2.1 - 21/30: train_loss: 0.10425 | train_acc: 99.408 | train_precision: 0.972 | train_recall: 1.000 | train_auc: 0.996
val_loss: 0.12751 | val_acc: 97.849 | val_precision: 0.917 | val_recall: 1.000 | val_auc: 0.986
test_loss: 0.10293 | test_acc: 99.115 | test_precision: 0.964 | test_recall: 1.000 | test_auc: 0.994

>>>>>>[GLIOBLASTOMA] - 2.1 - 22/30: train_loss: 0.09786 | train_acc: 99.112 | train_precision: 0.972 | train_recall: 0.986 | train_auc: 0.989
val_loss: 0.12355 | val_acc: 97.849 | val_precision: 0.917 | val_recall: 1.000 | val_auc: 0.986
test_loss: 0.09827 | test_acc: 99.115 | test_precision: 0.964 | test_recall: 1.000 | test_auc: 0.994

>>>>>>[GLIOBLASTOMA] - 2.1 - 23/30: train_loss: 0.09623 | train_acc: 99.408 | train_precision: 0.972 | train_recall: 1.000 | train_auc: 0.996
val_loss: 0.12005 | val_acc: 97.849 | val_precision: 0.917 | val_recall: 1.000 | val_auc: 0.986
test_loss: 0.09447 | test_acc: 99.115 | test_precision: 0.964 | test_recall: 1.000 | test_auc: 0.994

>>>>>>[GLIOBLASTOMA] - 2.1 - 24/30: train_loss: 0.09314 | train_acc: 99.408 | train_precision: 0.972 | train_recall: 1.000 | train_auc: 0.996
val_loss: 0.11597 | val_acc: 97.849 | val_precision: 0.917 | val_recall: 1.000 | val_auc: 0.986
test_loss: 0.08866 | test_acc: 99.115 | test_precision: 0.964 | test_recall: 1.000 | test_auc: 0.994

>>>>>>[GLIOBLASTOMA] - 2.1 - 25/30: train_loss: 0.08785 | train_acc: 99.112 | train_precision: 0.972 | train_recall: 0.986 | train_auc: 0.989
val_loss: 0.11243 | val_acc: 97.849 | val_precision: 0.917 | val_recall: 1.000 | val_auc: 0.986
test_loss: 0.08364 | test_acc: 99.115 | test_precision: 0.964 | test_recall: 1.000 | test_auc: 0.994

>>>>>>[GLIOBLASTOMA] - 2.1 - 26/30: train_loss: 0.08536 | train_acc: 99.112 | train_precision: 0.972 | train_recall: 0.986 | train_auc: 0.989
val_loss: 0.11184 | val_acc: 96.774 | val_precision: 0.880 | val_recall: 1.000 | val_auc: 0.979
test_loss: 0.07892 | test_acc: 99.115 | test_precision: 0.964 | test_recall: 1.000 | test_auc: 0.994

>>>>>>[GLIOBLASTOMA] - 2.1 - 27/30: train_loss: 0.08993 | train_acc: 99.112 | train_precision: 0.972 | train_recall: 0.986 | train_auc: 0.989
val_loss: 0.10715 | val_acc: 96.774 | val_precision: 0.880 | val_recall: 1.000 | val_auc: 0.979
test_loss: 0.07602 | test_acc: 99.115 | test_precision: 0.964 | test_recall: 1.000 | test_auc: 0.994

>>>>>>[GLIOBLASTOMA] - 2.1 - 28/30: train_loss: 0.08145 | train_acc: 99.112 | train_precision: 0.972 | train_recall: 0.986 | train_auc: 0.989
val_loss: 0.10447 | val_acc: 97.849 | val_precision: 0.917 | val_recall: 1.000 | val_auc: 0.986
test_loss: 0.07403 | test_acc: 99.115 | test_precision: 0.964 | test_recall: 1.000 | test_auc: 0.994

>>>>>>[GLIOBLASTOMA] - 2.1 - 29/30: train_loss: 0.07546 | train_acc: 99.112 | train_precision: 0.972 | train_recall: 0.986 | train_auc: 0.989
val_loss: 0.10306 | val_acc: 96.774 | val_precision: 0.880 | val_recall: 1.000 | val_auc: 0.979
test_loss: 0.06947 | test_acc: 99.115 | test_precision: 0.964 | test_recall: 1.000 | test_auc: 0.994

>>>>>>[GLIOBLASTOMA] - 2.1 - 30/30: train_loss: 0.07360 | train_acc: 99.112 | train_precision: 0.972 | train_recall: 0.986 | train_auc: 0.989
val_loss: 0.09971 | val_acc: 97.849 | val_precision: 0.917 | val_recall: 1.000 | val_auc: 0.986
test_loss: 0.06737 | test_acc: 99.115 | test_precision: 0.964 | test_recall: 1.000 | test_auc: 0.994

>>>>>>[GLIOBLASTOMA] - 2.2 - 1/30: train_loss: 0.61916 | train_acc: 73.314 | train_precision: 0.188 | train_recall: 0.085 | train_auc: 0.494
val_loss: 0.57467 | val_acc: 76.667 | val_precision: 0.000 | val_recall: 0.000 | val_auc: 0.500
test_loss: 0.64644 | test_acc: 77.876 | test_precision: 1.000 | test_recall: 0.074 | test_auc: 0.537

>>>>>>[GLIOBLASTOMA] - 2.2 - 2/30: train_loss: 0.49387 | train_acc: 80.645 | train_precision: 1.000 | train_recall: 0.070 | train_auc: 0.535
val_loss: 0.49055 | val_acc: 80.000 | val_precision: 1.000 | val_recall: 0.143 | val_auc: 0.571
test_loss: 0.54928 | test_acc: 82.301 | test_precision: 1.000 | test_recall: 0.259 | test_auc: 0.630

>>>>>>[GLIOBLASTOMA] - 2.2 - 3/30: train_loss: 0.42113 | train_acc: 85.630 | train_precision: 1.000 | train_recall: 0.310 | train_auc: 0.655
val_loss: 0.42878 | val_acc: 81.111 | val_precision: 1.000 | val_recall: 0.190 | val_auc: 0.595
test_loss: 0.48226 | test_acc: 84.956 | test_precision: 1.000 | test_recall: 0.370 | test_auc: 0.685

>>>>>>[GLIOBLASTOMA] - 2.2 - 4/30: train_loss: 0.36064 | train_acc: 85.924 | train_precision: 1.000 | train_recall: 0.324 | train_auc: 0.662
val_loss: 0.38014 | val_acc: 88.889 | val_precision: 0.923 | val_recall: 0.571 | val_auc: 0.778
test_loss: 0.40270 | test_acc: 89.381 | test_precision: 0.895 | test_recall: 0.630 | test_auc: 0.803

>>>>>>[GLIOBLASTOMA] - 2.2 - 5/30: train_loss: 0.31620 | train_acc: 90.029 | train_precision: 0.974 | train_recall: 0.535 | train_auc: 0.766
val_loss: 0.34388 | val_acc: 88.889 | val_precision: 1.000 | val_recall: 0.524 | val_auc: 0.762
test_loss: 0.37785 | test_acc: 89.381 | test_precision: 0.941 | test_recall: 0.593 | test_auc: 0.790

>>>>>>[GLIOBLASTOMA] - 2.2 - 6/30: train_loss: 0.28200 | train_acc: 90.616 | train_precision: 1.000 | train_recall: 0.549 | train_auc: 0.775
val_loss: 0.31359 | val_acc: 93.333 | val_precision: 0.895 | val_recall: 0.810 | val_auc: 0.890
test_loss: 0.31632 | test_acc: 95.575 | test_precision: 0.923 | test_recall: 0.889 | test_auc: 0.933

>>>>>>[GLIOBLASTOMA] - 2.2 - 7/30: train_loss: 0.26376 | train_acc: 92.669 | train_precision: 0.960 | train_recall: 0.676 | train_auc: 0.834
val_loss: 0.29034 | val_acc: 94.444 | val_precision: 0.833 | val_recall: 0.952 | val_auc: 0.947
test_loss: 0.28423 | test_acc: 96.460 | test_precision: 0.926 | test_recall: 0.926 | test_auc: 0.951

>>>>>>[GLIOBLASTOMA] - 2.2 - 8/30: train_loss: 0.23718 | train_acc: 93.842 | train_precision: 0.946 | train_recall: 0.746 | train_auc: 0.868
val_loss: 0.26513 | val_acc: 95.556 | val_precision: 0.905 | val_recall: 0.905 | val_auc: 0.938
test_loss: 0.26145 | test_acc: 96.460 | test_precision: 0.926 | test_recall: 0.926 | test_auc: 0.951

>>>>>>[GLIOBLASTOMA] - 2.2 - 9/30: train_loss: 0.21797 | train_acc: 95.894 | train_precision: 0.938 | train_recall: 0.859 | train_auc: 0.922
val_loss: 0.24847 | val_acc: 93.333 | val_precision: 1.000 | val_recall: 0.714 | val_auc: 0.857
test_loss: 0.26053 | test_acc: 93.805 | test_precision: 0.955 | test_recall: 0.778 | test_auc: 0.883

>>>>>>[GLIOBLASTOMA] - 2.2 - 10/30: train_loss: 0.19932 | train_acc: 95.308 | train_precision: 0.966 | train_recall: 0.803 | train_auc: 0.898
val_loss: 0.22918 | val_acc: 96.667 | val_precision: 0.950 | val_recall: 0.905 | val_auc: 0.945
test_loss: 0.22843 | test_acc: 97.345 | test_precision: 0.962 | test_recall: 0.926 | test_auc: 0.957

>>>>>>[GLIOBLASTOMA] - 2.2 - 11/30: train_loss: 0.18952 | train_acc: 96.188 | train_precision: 0.939 | train_recall: 0.873 | train_auc: 0.929
val_loss: 0.21937 | val_acc: 95.556 | val_precision: 0.840 | val_recall: 1.000 | val_auc: 0.971
test_loss: 0.20178 | test_acc: 98.230 | test_precision: 0.931 | test_recall: 1.000 | test_auc: 0.988

>>>>>>[GLIOBLASTOMA] - 2.2 - 12/30: train_loss: 0.17346 | train_acc: 97.361 | train_precision: 0.943 | train_recall: 0.930 | train_auc: 0.957
val_loss: 0.20240 | val_acc: 97.778 | val_precision: 0.952 | val_recall: 0.952 | val_auc: 0.969
test_loss: 0.19407 | test_acc: 99.115 | test_precision: 0.964 | test_recall: 1.000 | test_auc: 0.994

>>>>>>[GLIOBLASTOMA] - 2.2 - 13/30: train_loss: 0.16386 | train_acc: 97.947 | train_precision: 0.932 | train_recall: 0.972 | train_auc: 0.977
val_loss: 0.19155 | val_acc: 97.778 | val_precision: 0.952 | val_recall: 0.952 | val_auc: 0.969
test_loss: 0.18141 | test_acc: 99.115 | test_precision: 0.964 | test_recall: 1.000 | test_auc: 0.994

>>>>>>[GLIOBLASTOMA] - 2.2 - 14/30: train_loss: 0.15488 | train_acc: 98.534 | train_precision: 0.958 | train_recall: 0.972 | train_auc: 0.980
val_loss: 0.18214 | val_acc: 98.889 | val_precision: 0.955 | val_recall: 1.000 | val_auc: 0.993
test_loss: 0.16654 | test_acc: 99.115 | test_precision: 0.964 | test_recall: 1.000 | test_auc: 0.994

>>>>>>[GLIOBLASTOMA] - 2.2 - 15/30: train_loss: 0.14562 | train_acc: 97.947 | train_precision: 0.944 | train_recall: 0.958 | train_auc: 0.971
val_loss: 0.17292 | val_acc: 98.889 | val_precision: 0.955 | val_recall: 1.000 | val_auc: 0.993
test_loss: 0.15751 | test_acc: 99.115 | test_precision: 0.964 | test_recall: 1.000 | test_auc: 0.994

>>>>>>[GLIOBLASTOMA] - 2.2 - 16/30: train_loss: 0.14131 | train_acc: 98.827 | train_precision: 0.959 | train_recall: 0.986 | train_auc: 0.987
val_loss: 0.16491 | val_acc: 98.889 | val_precision: 0.955 | val_recall: 1.000 | val_auc: 0.993
test_loss: 0.15017 | test_acc: 99.115 | test_precision: 0.964 | test_recall: 1.000 | test_auc: 0.994

>>>>>>[GLIOBLASTOMA] - 2.2 - 17/30: train_loss: 0.13604 | train_acc: 98.534 | train_precision: 0.946 | train_recall: 0.986 | train_auc: 0.986
val_loss: 0.16141 | val_acc: 97.778 | val_precision: 1.000 | val_recall: 0.905 | val_auc: 0.952
test_loss: 0.15349 | test_acc: 99.115 | test_precision: 0.964 | test_recall: 1.000 | test_auc: 0.994

>>>>>>[GLIOBLASTOMA] - 2.2 - 18/30: train_loss: 0.12430 | train_acc: 98.240 | train_precision: 0.922 | train_recall: 1.000 | train_auc: 0.989
val_loss: 0.15081 | val_acc: 100.000 | val_precision: 1.000 | val_recall: 1.000 | val_auc: 1.000
test_loss: 0.13581 | test_acc: 99.115 | test_precision: 0.964 | test_recall: 1.000 | test_auc: 0.994

>>>>>>[GLIOBLASTOMA] - 2.2 - 19/30: train_loss: 0.11948 | train_acc: 98.240 | train_precision: 0.945 | train_recall: 0.972 | train_auc: 0.979
val_loss: 0.14422 | val_acc: 98.889 | val_precision: 0.955 | val_recall: 1.000 | val_auc: 0.993
test_loss: 0.12612 | test_acc: 99.115 | test_precision: 0.964 | test_recall: 1.000 | test_auc: 0.994

>>>>>>[GLIOBLASTOMA] - 2.2 - 20/30: train_loss: 0.11382 | train_acc: 98.240 | train_precision: 0.945 | train_recall: 0.972 | train_auc: 0.979
val_loss: 0.14429 | val_acc: 97.778 | val_precision: 0.913 | val_recall: 1.000 | val_auc: 0.986
test_loss: 0.11807 | test_acc: 99.115 | test_precision: 0.964 | test_recall: 1.000 | test_auc: 0.994

>>>>>>[GLIOBLASTOMA] - 2.2 - 21/30: train_loss: 0.11059 | train_acc: 99.120 | train_precision: 0.959 | train_recall: 1.000 | train_auc: 0.994
val_loss: 0.13484 | val_acc: 100.000 | val_precision: 1.000 | val_recall: 1.000 | val_auc: 1.000
test_loss: 0.11983 | test_acc: 99.115 | test_precision: 0.964 | test_recall: 1.000 | test_auc: 0.994

>>>>>>[GLIOBLASTOMA] - 2.2 - 22/30: train_loss: 0.10437 | train_acc: 98.827 | train_precision: 0.959 | train_recall: 0.986 | train_auc: 0.987
val_loss: 0.13165 | val_acc: 97.778 | val_precision: 0.913 | val_recall: 1.000 | val_auc: 0.986
test_loss: 0.10732 | test_acc: 99.115 | test_precision: 0.964 | test_recall: 1.000 | test_auc: 0.994

>>>>>>[GLIOBLASTOMA] - 2.2 - 23/30: train_loss: 0.10445 | train_acc: 98.534 | train_precision: 0.934 | train_recall: 1.000 | train_auc: 0.991
val_loss: 0.12580 | val_acc: 97.778 | val_precision: 0.913 | val_recall: 1.000 | val_auc: 0.986
test_loss: 0.10234 | test_acc: 99.115 | test_precision: 0.964 | test_recall: 1.000 | test_auc: 0.994

>>>>>>[GLIOBLASTOMA] - 2.2 - 24/30: train_loss: 0.09819 | train_acc: 98.240 | train_precision: 0.933 | train_recall: 0.986 | train_auc: 0.984
val_loss: 0.11978 | val_acc: 98.889 | val_precision: 0.955 | val_recall: 1.000 | val_auc: 0.993
test_loss: 0.09941 | test_acc: 99.115 | test_precision: 0.964 | test_recall: 1.000 | test_auc: 0.994

>>>>>>[GLIOBLASTOMA] - 2.2 - 25/30: train_loss: 0.09520 | train_acc: 98.534 | train_precision: 0.946 | train_recall: 0.986 | train_auc: 0.986
val_loss: 0.11613 | val_acc: 100.000 | val_precision: 1.000 | val_recall: 1.000 | val_auc: 1.000
test_loss: 0.09764 | test_acc: 99.115 | test_precision: 0.964 | test_recall: 1.000 | test_auc: 0.994

>>>>>>[GLIOBLASTOMA] - 2.2 - 26/30: train_loss: 0.09125 | train_acc: 98.240 | train_precision: 0.933 | train_recall: 0.986 | train_auc: 0.984
val_loss: 0.11226 | val_acc: 98.889 | val_precision: 0.955 | val_recall: 1.000 | val_auc: 0.993
test_loss: 0.09078 | test_acc: 99.115 | test_precision: 0.964 | test_recall: 1.000 | test_auc: 0.994

>>>>>>[GLIOBLASTOMA] - 2.2 - 27/30: train_loss: 0.09014 | train_acc: 98.534 | train_precision: 0.934 | train_recall: 1.000 | train_auc: 0.991
val_loss: 0.10904 | val_acc: 100.000 | val_precision: 1.000 | val_recall: 1.000 | val_auc: 1.000
test_loss: 0.09060 | test_acc: 99.115 | test_precision: 0.964 | test_recall: 1.000 | test_auc: 0.994

>>>>>>[GLIOBLASTOMA] - 2.2 - 28/30: train_loss: 0.08580 | train_acc: 98.534 | train_precision: 0.946 | train_recall: 0.986 | train_auc: 0.986
val_loss: 0.10535 | val_acc: 100.000 | val_precision: 1.000 | val_recall: 1.000 | val_auc: 1.000
test_loss: 0.08569 | test_acc: 99.115 | test_precision: 0.964 | test_recall: 1.000 | test_auc: 0.994

>>>>>>[GLIOBLASTOMA] - 2.2 - 29/30: train_loss: 0.08327 | train_acc: 98.534 | train_precision: 0.946 | train_recall: 0.986 | train_auc: 0.986
val_loss: 0.10347 | val_acc: 98.889 | val_precision: 0.955 | val_recall: 1.000 | val_auc: 0.993
test_loss: 0.08080 | test_acc: 99.115 | test_precision: 0.964 | test_recall: 1.000 | test_auc: 0.994

>>>>>>[GLIOBLASTOMA] - 2.2 - 30/30: train_loss: 0.08157 | train_acc: 98.534 | train_precision: 0.946 | train_recall: 0.986 | train_auc: 0.986
val_loss: 0.09981 | val_acc: 100.000 | val_precision: 1.000 | val_recall: 1.000 | val_auc: 1.000
test_loss: 0.08121 | test_acc: 99.115 | test_precision: 0.964 | test_recall: 1.000 | test_auc: 0.994

>>>>>>[GLIOBLASTOMA] - 2.3 - 1/30: train_loss: 0.58052 | train_acc: 72.174 | train_precision: 0.347 | train_recall: 0.338 | train_auc: 0.582
val_loss: 0.54846 | val_acc: 79.070 | val_precision: 0.000 | val_recall: 0.000 | val_auc: 0.500
test_loss: 0.68381 | test_acc: 76.106 | test_precision: 0.000 | test_recall: 0.000 | test_auc: 0.500

>>>>>>[GLIOBLASTOMA] - 2.3 - 2/30: train_loss: 0.48836 | train_acc: 81.159 | train_precision: 1.000 | train_recall: 0.122 | train_auc: 0.561
val_loss: 0.45361 | val_acc: 79.070 | val_precision: 0.000 | val_recall: 0.000 | val_auc: 0.500
test_loss: 0.58289 | test_acc: 76.106 | test_precision: 0.000 | test_recall: 0.000 | test_auc: 0.500

>>>>>>[GLIOBLASTOMA] - 2.3 - 3/30: train_loss: 0.41830 | train_acc: 84.058 | train_precision: 1.000 | train_recall: 0.257 | train_auc: 0.628
val_loss: 0.35368 | val_acc: 90.698 | val_precision: 1.000 | val_recall: 0.556 | val_auc: 0.778
test_loss: 0.42557 | test_acc: 89.381 | test_precision: 1.000 | test_recall: 0.556 | test_auc: 0.778

>>>>>>[GLIOBLASTOMA] - 2.3 - 4/30: train_loss: 0.34957 | train_acc: 89.565 | train_precision: 1.000 | train_recall: 0.514 | train_auc: 0.757
val_loss: 0.30226 | val_acc: 94.186 | val_precision: 1.000 | val_recall: 0.722 | val_auc: 0.861
test_loss: 0.36947 | test_acc: 90.265 | test_precision: 1.000 | test_recall: 0.593 | test_auc: 0.796

>>>>>>[GLIOBLASTOMA] - 2.3 - 5/30: train_loss: 0.30789 | train_acc: 91.304 | train_precision: 1.000 | train_recall: 0.595 | train_auc: 0.797
val_loss: 0.26368 | val_acc: 93.023 | val_precision: 0.929 | val_recall: 0.722 | val_auc: 0.854
test_loss: 0.32764 | test_acc: 94.690 | test_precision: 1.000 | test_recall: 0.778 | test_auc: 0.889

>>>>>>[GLIOBLASTOMA] - 2.3 - 6/30: train_loss: 0.27647 | train_acc: 91.884 | train_precision: 0.979 | train_recall: 0.635 | train_auc: 0.816
val_loss: 0.23236 | val_acc: 95.349 | val_precision: 0.938 | val_recall: 0.833 | val_auc: 0.909
test_loss: 0.28557 | test_acc: 95.575 | test_precision: 0.958 | test_recall: 0.852 | test_auc: 0.920

>>>>>>[GLIOBLASTOMA] - 2.3 - 7/30: train_loss: 0.25246 | train_acc: 93.333 | train_precision: 0.964 | train_recall: 0.716 | train_auc: 0.854
val_loss: 0.20939 | val_acc: 95.349 | val_precision: 0.938 | val_recall: 0.833 | val_auc: 0.909
test_loss: 0.26173 | test_acc: 95.575 | test_precision: 0.958 | test_recall: 0.852 | test_auc: 0.920

>>>>>>[GLIOBLASTOMA] - 2.3 - 8/30: train_loss: 0.23072 | train_acc: 95.942 | train_precision: 0.969 | train_recall: 0.838 | train_auc: 0.915
val_loss: 0.19355 | val_acc: 95.349 | val_precision: 0.938 | val_recall: 0.833 | val_auc: 0.909
test_loss: 0.24731 | test_acc: 96.460 | test_precision: 1.000 | test_recall: 0.852 | test_auc: 0.926

>>>>>>[GLIOBLASTOMA] - 2.3 - 9/30: train_loss: 0.21041 | train_acc: 95.362 | train_precision: 1.000 | train_recall: 0.784 | train_auc: 0.892
val_loss: 0.17386 | val_acc: 98.837 | val_precision: 0.947 | val_recall: 1.000 | val_auc: 0.993
test_loss: 0.20198 | test_acc: 98.230 | test_precision: 0.931 | test_recall: 1.000 | test_auc: 0.988

>>>>>>[GLIOBLASTOMA] - 2.3 - 10/30: train_loss: 0.19932 | train_acc: 97.681 | train_precision: 0.958 | train_recall: 0.932 | train_auc: 0.961
val_loss: 0.15705 | val_acc: 98.837 | val_precision: 0.947 | val_recall: 1.000 | val_auc: 0.993
test_loss: 0.19172 | test_acc: 99.115 | test_precision: 0.964 | test_recall: 1.000 | test_auc: 0.994

>>>>>>[GLIOBLASTOMA] - 2.3 - 11/30: train_loss: 0.18037 | train_acc: 97.101 | train_precision: 0.971 | train_recall: 0.892 | train_auc: 0.942
val_loss: 0.14537 | val_acc: 98.837 | val_precision: 0.947 | val_recall: 1.000 | val_auc: 0.993
test_loss: 0.17302 | test_acc: 99.115 | test_precision: 0.964 | test_recall: 1.000 | test_auc: 0.994

